word,translation,phonetic,sentence,type_word
very much,adv.非常，很,"{""uk"": ""ˈveri mʌtʃ"", ""us"": ""ˈveri mʌtʃ""}","[{""cn_sentence"":""非常感谢你。"",""origin_sentence"":""Thank you very much.""},{""cn_sentence"":""我对此非常感激。"",""origin_sentence"":""I appreciate it very much.""},{""cn_sentence"":""他非常喜欢旅行。"",""origin_sentence"":""He likes to travel very much.""}]"
pen,"n.钢笔, 笔;vt.写作","{""uk"": ""pen"", ""us"": ""pen""}","[{""cn_sentence"":""我能借用一下你的钢笔吗？"",""origin_sentence"":""Could I borrow your pen?""},{""cn_sentence"":""他给朋友写了一封信。"",""origin_sentence"":""He penned a letter to his friend.""},{""cn_sentence"":""这是我最喜欢的钢笔。"",""origin_sentence"":""This is my favorite fountain pen.""}]"
pencil,n.铅笔;vt.用铅笔写/画,"{""uk"": ""ˈpensl"", ""us"": ""ˈpensl""}","[{""cn_sentence"":""请用铅笔写下你的名字。"",""origin_sentence"":""Please write your name in pencil.""},{""cn_sentence"":""她用铅笔素描了这片风景。"",""origin_sentence"":""She sketched the landscape with a pencil.""},{""cn_sentence"":""我需要一支削尖的铅笔来考试。"",""origin_sentence"":""I need a sharp pencil for this test.""}]"
book,"n.书, 书籍;vt.预订","{""uk"": ""bʊk"", ""us"": ""bʊk""}","[{""cn_sentence"":""我正在读一本非常有趣的书。"",""origin_sentence"":""I am reading a very interesting book.""},{""cn_sentence"":""我想预订一张两人桌。"",""origin_sentence"":""I'd like to book a table for two.""},{""cn_sentence"":""她预订了一张去纽约的机票。"",""origin_sentence"":""She booked a flight to New York.""}]"
watch,"n.手表;v.观看, 注视","{""uk"": ""wɒtʃ"", ""us"": ""wɑːtʃ""}","[{""cn_sentence"":""我的手表快了五分钟。"",""origin_sentence"":""My watch is five minutes fast.""},{""cn_sentence"":""我们今晚看场电影吧。"",""origin_sentence"":""Let's watch a movie tonight.""},{""cn_sentence"":""他看着孩子们在公园里玩耍。"",""origin_sentence"":""He watched the children playing in the park.""}]"
coat,"n.外套, 大衣;vt.覆盖","{""uk"": ""kəʊt"", ""us"": ""koʊt""}","[{""cn_sentence"":""冬天你需要一件暖和的外套。"",""origin_sentence"":""You need a warm coat for the winter.""},{""cn_sentence"":""桌子上覆盖着一层灰尘。"",""origin_sentence"":""The table was coated with a layer of dust.""},{""cn_sentence"":""他穿上外套离开了。"",""origin_sentence"":""He put on his coat and left.""}]"
dress,"n.连衣裙;v.穿衣, 打扮","{""uk"": ""dres"", ""us"": ""dres""}","[{""cn_sentence"":""她穿着一条漂亮的红色连衣裙去参加派对。"",""origin_sentence"":""She wore a beautiful red dress to the party.""},{""cn_sentence"":""穿衣服只需要几分钟。"",""origin_sentence"":""It only takes a few minutes to dress.""},{""cn_sentence"":""晚宴请着正装。"",""origin_sentence"":""Please dress formally for the dinner.""}]"
skirt,"n.裙子;v.环绕, 位于...边缘","{""uk"": ""skɜːt"", ""us"": ""skɜːrt""}","[{""cn_sentence"":""她为夏天买了一条新裙子。"",""origin_sentence"":""She bought a new skirt for the summer.""},{""cn_sentence"":""这条路沿着森林的边缘延伸。"",""origin_sentence"":""The road skirts the edge of the forest.""},{""cn_sentence"":""他试图回避这个问题。"",""origin_sentence"":""He tried to skirt the issue.""}]"
shirt,n.衬衫,"{""uk"": ""ʃɜːt"", ""us"": ""ʃɜːrt""}","[{""cn_sentence"":""他需要熨一下他的衬衫。"",""origin_sentence"":""He needs to iron his shirt.""},{""cn_sentence"":""我为面试买了一件新衬衫。"",""origin_sentence"":""I bought a new shirt for the interview.""},{""cn_sentence"":""这件衬衫是棉质的。"",""origin_sentence"":""The shirt is made of cotton.""}]"
car,"n.汽车, 轿车","{""uk"": ""kɑː(r)"", ""us"": ""kɑːr""}","[{""cn_sentence"":""我的车停在外面。"",""origin_sentence"":""My car is parked outside.""},{""cn_sentence"":""他每天开车上班。"",""origin_sentence"":""He goes to work by car every day.""},{""cn_sentence"":""这辆新车非常贵。"",""origin_sentence"":""The new car is very expensive.""}]"
house,"n.房子, 住宅;vt.为...提供住处","{""uk"": ""haʊs"", ""us"": ""haʊs""}","[{""cn_sentence"":""他们住在一栋小房子里。"",""origin_sentence"":""They live in a small house.""},{""cn_sentence"":""这个博物馆设在一栋古老的建筑里。"",""origin_sentence"":""The museum is housed in an old building.""},{""cn_sentence"":""我们正在寻找一栋新房子来购买。"",""origin_sentence"":""We are looking for a new house to buy.""}]"
umbrella,"n.雨伞, 伞","{""uk"": ""ʌmˈbrelə"", ""us"": ""ʌmˈbrelə""}","[{""cn_sentence"":""带上雨伞，可能会下雨。"",""origin_sentence"":""Take an umbrella, it might rain.""},{""cn_sentence"":""她打开雨伞来遮挡阳光。"",""origin_sentence"":""She opened her umbrella to shield herself from the sun.""},{""cn_sentence"":""我把雨伞忘在公交车上了。"",""origin_sentence"":""I left my umbrella on the bus.""}]"
please,int.请；adv.请,"{""uk"": ""pliːz"", ""us"": ""pliːz""}","[{""cn_sentence"":""你能帮我一下吗？"",""origin_sentence"":""Could you please help me with this?""},{""cn_sentence"":""请坐。"",""origin_sentence"":""Please, have a seat.""},{""cn_sentence"":""请找经理接电话。"",""origin_sentence"":""The manager, please.""}]"
here,adv.在这里；n.这里,"{""uk"": ""hɪə(r)"", ""us"": ""hɪr""}","[{""cn_sentence"":""到这里来。"",""origin_sentence"":""Come here.""},{""cn_sentence"":""这是你的咖啡。"",""origin_sentence"":""Here is your coffee.""},{""cn_sentence"":""我们住在这里。"",""origin_sentence"":""We live here.""}]"
my,pron.我的,"{""uk"": ""maɪ"", ""us"": ""maɪ""}","[{""cn_sentence"":""这是我的书。"",""origin_sentence"":""This is my book.""},{""cn_sentence"":""我的名字是戴维。"",""origin_sentence"":""My name is David.""},{""cn_sentence"":""他是我的朋友。"",""origin_sentence"":""He is my friend.""}]"
ticket,n.票；券；vt.售票,"{""uk"": ""ˈtɪkɪt"", ""us"": ""ˈtɪkɪt""}","[{""cn_sentence"":""我有一张音乐会的票。"",""origin_sentence"":""I have a ticket for the concert.""},{""cn_sentence"":""请出示您的票好吗？"",""origin_sentence"":""Can I see your ticket, please?""},{""cn_sentence"":""他因超速行驶而被开了罚单。"",""origin_sentence"":""He was ticketed for speeding.""}]"
number,n.数字；号码；数量；v.编号；总计,"{""uk"": ""ˈnʌmbə(r)"", ""us"": ""ˈnʌmbər""}","[{""cn_sentence"":""你的电话号码是多少？"",""origin_sentence"":""What is your phone number?""},{""cn_sentence"":""学生的数量正在增加。"",""origin_sentence"":""The number of students is increasing.""},{""cn_sentence"":""请把页码从1编到10。"",""origin_sentence"":""Please number the pages from one to ten.""}]"
five,num.五；n.五个；五美元钞票,"{""uk"": ""faɪv"", ""us"": ""faɪv""}","[{""cn_sentence"":""我家有五口人。"",""origin_sentence"":""There are five people in my family.""},{""cn_sentence"":""她五岁了。"",""origin_sentence"":""She is five years old.""},{""cn_sentence"":""我能借五美元吗？"",""origin_sentence"":""Can I borrow a five?""}]"
sorry,adj.抱歉的；遗憾的；int.对不起,"{""uk"": ""ˈsɒri"", ""us"": ""ˈsɑːri""}","[{""cn_sentence"":""很抱歉我迟到了。"",""origin_sentence"":""I am sorry for being late.""},{""cn_sentence"":""对不起，我没听清你的名字。"",""origin_sentence"":""Sorry, I didn't catch your name.""},{""cn_sentence"":""听到这个消息我很难过。"",""origin_sentence"":""I'm sorry to hear that.""}]"
sir,n.先生；阁下,"{""uk"": ""sɜː(r)"", ""us"": ""sɜːr""}","[{""cn_sentence"":""是的，先生。我马上就做。"",""origin_sentence"":""Yes, sir. I will do it right away.""},{""cn_sentence"":""打扰一下，先生，你的钱包掉了。"",""origin_sentence"":""Excuse me, sir, you dropped your wallet.""},{""cn_sentence"":""艾萨克·牛顿爵士是一位伟大的物理学家。"",""origin_sentence"":""Sir Isaac Newton was a great physicist.""}]"
cloakroom,n.衣帽间；寄存处,"{""uk"": ""ˈkləʊkruːm"", ""us"": ""ˈkloʊkruːm""}","[{""cn_sentence"":""你可以把外套放在衣帽间。"",""origin_sentence"":""You can leave your coat in the cloakroom.""},{""cn_sentence"":""女衣帽间在哪里？"",""origin_sentence"":""Where is the ladies' cloakroom?""},{""cn_sentence"":""请将您的包在寄存处寄存。"",""origin_sentence"":""Please check your bags at the cloakroom.""}]"
suit,n.套装；诉讼；v.适合；适宜,"{""uk"": ""suːt"", ""us"": ""suːt""}","[{""cn_sentence"":""他穿着一套新西装去面试。"",""origin_sentence"":""He wore a new suit to the interview.""},{""cn_sentence"":""这个时间对你方便吗？"",""origin_sentence"":""Does this time suit you?""},{""cn_sentence"":""该公司正面临一名前员工的诉讼。"",""origin_sentence"":""The company is facing a suit from a former employee.""}]"
school,n.学校；学院；学派；v.教育；训练,"{""uk"": ""skuːl"", ""us"": ""skuːl""}","[{""cn_sentence"":""我的孩子上本地的学校。"",""origin_sentence"":""My children go to the local school.""},{""cn_sentence"":""他正在学校学习法律。"",""origin_sentence"":""He is studying law at school.""},{""cn_sentence"":""芝加哥经济学派很有影响力。"",""origin_sentence"":""The Chicago School of Economics is influential.""}]"
teacher,n.老师；教师,"{""uk"": ""ˈtiːtʃə"", ""us"": ""ˈtiːtʃər""}","[{""cn_sentence"":""我的老师非常和蔼。"",""origin_sentence"":""My teacher is very kind.""},{""cn_sentence"":""他是一名历史老师。"",""origin_sentence"":""He is a history teacher.""},{""cn_sentence"":""老师要求学生们保持安静。"",""origin_sentence"":""The teacher asked the students to be quiet.""}]"
son,n.儿子,"{""uk"": ""sʌn"", ""us"": ""sʌn""}","[{""cn_sentence"":""他的儿子在国外学习。"",""origin_sentence"":""His son is studying abroad.""},{""cn_sentence"":""她有一个儿子和一个女儿。"",""origin_sentence"":""She has a son and a daughter.""},{""cn_sentence"":""父亲为儿子的成就感到骄傲。"",""origin_sentence"":""The father was proud of his son's achievements.""}]"
daughter,n.女儿,"{""uk"": ""ˈdɔːtə"", ""us"": ""ˈdɔːtər""}","[{""cn_sentence"":""他们的女儿去年结婚了。"",""origin_sentence"":""Their daughter got married last year.""},{""cn_sentence"":""她是我唯一的女儿。"",""origin_sentence"":""She is my only daughter.""},{""cn_sentence"":""这个女儿长得和她妈妈一模一样。"",""origin_sentence"":""The daughter looks just like her mother.""}]"
Mr,n.先生,"{""uk"": ""ˈmɪstə"", ""us"": ""ˈmɪstər""}","[{""cn_sentence"":""早上好，史密斯先生。"",""origin_sentence"":""Good morning, Mr. Smith.""},{""cn_sentence"":""布朗先生是我们的新经理。"",""origin_sentence"":""Mr. Brown is our new manager.""},{""cn_sentence"":""这是李先生的办公室吗？"",""origin_sentence"":""Is this Mr. Lee's office?""}]"
good,adj.好的；优良的；有益的;n.好处；利益,"{""uk"": ""ɡʊd"", ""us"": ""ɡʊd""}","[{""cn_sentence"":""她是一个好学生。"",""origin_sentence"":""She is a good student.""},{""cn_sentence"":""这是一本好书。"",""origin_sentence"":""This is a good book.""},{""cn_sentence"":""锻炼对你的健康有好处。"",""origin_sentence"":""Exercise is good for your health.""}]"
morning,n.早晨；上午,"{""uk"": ""ˈmɔːnɪŋ"", ""us"": ""ˈmɔːrnɪŋ""}","[{""cn_sentence"":""大家早上好。"",""origin_sentence"":""Good morning, everyone.""},{""cn_sentence"":""我明天上午有个会议。"",""origin_sentence"":""I have a meeting tomorrow morning.""},{""cn_sentence"":""早晨的太阳很暖和。"",""origin_sentence"":""The morning sun is warm.""}]"
Miss,n.小姐,"{""uk"": ""mɪs"", ""us"": ""mɪs""}","[{""cn_sentence"":""这位是怀特小姐。"",""origin_sentence"":""This is Miss White.""},{""cn_sentence"":""打扰一下，小姐。你掉了钱包。"",""origin_sentence"":""Excuse me, Miss. You dropped your wallet.""},{""cn_sentence"":""琼斯小姐是一位受欢迎的老师。"",""origin_sentence"":""Miss Jones is a popular teacher.""}]"
new,adj.新的；新鲜的,"{""uk"": ""njuː"", ""us"": ""nuː""}","[{""cn_sentence"":""我买了一辆新车。"",""origin_sentence"":""I bought a new car.""},{""cn_sentence"":""她正在学习一门新语言。"",""origin_sentence"":""She is learning a new language.""},{""cn_sentence"":""市中心有一家新餐厅。"",""origin_sentence"":""There is a new restaurant downtown.""}]"
student,n.学生；研究者,"{""uk"": ""ˈstjuːdənt"", ""us"": ""ˈstuːdənt""}","[{""cn_sentence"":""他是一名大学生。"",""origin_sentence"":""He is a college student.""},{""cn_sentence"":""每个学生都必须完成作业。"",""origin_sentence"":""Every student must finish the homework.""},{""cn_sentence"":""老师表扬了这个学生努力学习的态度。"",""origin_sentence"":""The teacher praised the student for her hard work.""}]"
French,adj.法国的；法语的;n.法语；法国人,"{""uk"": ""frentʃ"", ""us"": ""frentʃ""}","[{""cn_sentence"":""他法语说得很流利。"",""origin_sentence"":""He speaks French fluently.""},{""cn_sentence"":""我们今晚要去一家法国餐厅。"",""origin_sentence"":""We are going to a French restaurant tonight.""},{""cn_sentence"":""法国人以其美食而闻名。"",""origin_sentence"":""The French are famous for their cuisine.""}]"
German,adj.德国的；德语的;n.德语；德国人,"{""uk"": ""ˈdʒɜːmən"", ""us"": ""ˈdʒɜːrmən""}","[{""cn_sentence"":""我的车是德国品牌的。"",""origin_sentence"":""My car is a German brand.""},{""cn_sentence"":""你会说德语吗？"",""origin_sentence"":""Can you speak German?""},{""cn_sentence"":""他是一名德国交换生。"",""origin_sentence"":""He is a German exchange student.""}]"
nice,adj.美好的；友好的；精密的,"{""uk"": ""naɪs"", ""us"": ""naɪs""}","[{""cn_sentence"":""那是一条很漂亮的连衣裙。"",""origin_sentence"":""That's a nice dress.""},{""cn_sentence"":""他是一个很好的人。"",""origin_sentence"":""He is a very nice person.""},{""cn_sentence"":""那是个适合散步的好天气。"",""origin_sentence"":""It was a nice day for a walk.""}]"
meet,v.遇见；满足；迎接,"{""uk"": ""miːt"", ""us"": ""miːt""}","[{""cn_sentence"":""很高兴认识你。"",""origin_sentence"":""Nice to meet you.""},{""cn_sentence"":""我们在车站见面吧。"",""origin_sentence"":""Let's meet at the station.""},{""cn_sentence"":""公司未能达到其销售目标。"",""origin_sentence"":""The company failed to meet its sales targets.""}]"
Japanese,adj.日本的，日语的；n.日本人，日语,"{""uk"": ""ˌdʒæpəˈniːz"", ""us"": ""ˌdʒæpəˈniːz""}","[{""cn_sentence"":""她正在学习日语。"",""origin_sentence"":""She is learning Japanese.""},{""cn_sentence"":""我们晚餐吃了日本菜。"",""origin_sentence"":""We had Japanese food for dinner.""},{""cn_sentence"":""他是一名日本学生。"",""origin_sentence"":""He is a Japanese student.""}]"
Korean,adj.韩国的，韩语的；n.韩国人，韩语,"{""uk"": ""kəˈriːən"", ""us"": ""kəˈriːən""}","[{""cn_sentence"":""你会说韩语吗？"",""origin_sentence"":""Can you speak Korean?""},{""cn_sentence"":""我喜欢韩剧。"",""origin_sentence"":""I like Korean dramas.""},{""cn_sentence"":""我的朋友是韩国人。"",""origin_sentence"":""My friend is Korean.""}]"
Chinese,adj.中国的，中文的；n.中国人，中文,"{""uk"": ""ˌtʃaɪˈniːz"", ""us"": ""ˌtʃaɪˈniːz""}","[{""cn_sentence"":""中文是一门难学的语言。"",""origin_sentence"":""Chinese is a difficult language to learn.""},{""cn_sentence"":""我们去了一家中国餐馆。"",""origin_sentence"":""We went to a Chinese restaurant.""},{""cn_sentence"":""她是中国人。"",""origin_sentence"":""She is Chinese.""}]"
too,adv.也；太；非常,"{""uk"": ""tuː"", ""us"": ""tuː""}","[{""cn_sentence"":""我也想来。"",""origin_sentence"":""I want to come, too.""},{""cn_sentence"":""这个箱子太重了。"",""origin_sentence"":""This box is too heavy.""},{""cn_sentence"":""现在道歉还不算太晚。"",""origin_sentence"":""It's not too late to apologize.""}]"
make,v.制造；使得；让；赚得,"{""uk"": ""meɪk"", ""us"": ""meɪk""}","[{""cn_sentence"":""他以制作家具为生。"",""origin_sentence"":""He makes furniture for a living.""},{""cn_sentence"":""这个消息让他很高兴。"",""origin_sentence"":""The news made him happy.""},{""cn_sentence"":""她为派对做了一个蛋糕。"",""origin_sentence"":""She made a cake for the party.""}]"
Swedish,adj.瑞典的，瑞典语的；n.瑞典人，瑞典语,"{""uk"": ""ˈswiːdɪʃ"", ""us"": ""ˈswiːdɪʃ""}","[{""cn_sentence"":""她有瑞典血统。"",""origin_sentence"":""She is of Swedish descent.""},{""cn_sentence"":""你懂瑞典语吗？"",""origin_sentence"":""Do you understand Swedish?""},{""cn_sentence"":""他买了一辆瑞典车。"",""origin_sentence"":""He bought a Swedish car.""}]"
English,adj.英国的，英语的；n.英语，英国人,"{""uk"": ""ˈɪŋɡlɪʃ"", ""us"": ""ˈɪŋɡlɪʃ""}","[{""cn_sentence"":""英语是他的母语。"",""origin_sentence"":""English is his native language.""},{""cn_sentence"":""她是一位英语老师。"",""origin_sentence"":""She is an English teacher.""},{""cn_sentence"":""他有很重的英国口音。"",""origin_sentence"":""He has a strong English accent.""}]"
American,adj.美国的，美国人的；n.美国人,"{""uk"": ""əˈmerɪkən"", ""us"": ""əˈmerɪkən""}","[{""cn_sentence"":""他是一位美国公民。"",""origin_sentence"":""He is an American citizen.""},{""cn_sentence"":""我喜欢美国电影。"",""origin_sentence"":""I love American movies.""},{""cn_sentence"":""他们说话带着美国口音。"",""origin_sentence"":""They spoke with an American accent.""}]"
Italian,adj.意大利的，意大利语的；n.意大利人，意大利语,"{""uk"": ""ɪˈtæliən"", ""us"": ""ɪˈtæliən""}","[{""cn_sentence"":""意大利面是一道著名的意大利菜。"",""origin_sentence"":""Pasta is a famous Italian dish.""},{""cn_sentence"":""她正在学习意大利语。"",""origin_sentence"":""She is learning Italian.""},{""cn_sentence"":""他是一位意大利游客。"",""origin_sentence"":""He is an Italian tourist.""}]"
Volvo,沃尔沃 n.（瑞典汽车品牌）,"{""uk"": ""ˈvɒlvəʊ"", ""us"": ""ˈvoʊvoʊ""}","[{""cn_sentence"":""我的第一辆车是一辆二手沃尔沃。"",""origin_sentence"":""My first car was a used Volvo.""},{""cn_sentence"":""沃尔沃以其安全性能而闻名。"",""origin_sentence"":""Volvo is renowned for its safety features.""},{""cn_sentence"":""他开着一辆新的沃尔沃XC90。"",""origin_sentence"":""He drives a new Volvo XC90.""}]"
Peugeot,标致 n.（法国汽车品牌）,"{""uk"": ""ˈpɜːʒəʊ"", ""us"": ""puːˈʒoʊ""}","[{""cn_sentence"":""标致是一家主要的法国汽车制造商。"",""origin_sentence"":""Peugeot is a major French car manufacturer.""},{""cn_sentence"":""我今天在路上看到了一辆经典的标致205。"",""origin_sentence"":""I saw a classic Peugeot 205 on the road today.""},{""cn_sentence"":""新款标致车型的设计非常独特。"",""origin_sentence"":""The new Peugeot models have a very distinctive design.""}]"
Mercedes,梅赛德斯 n.（德国汽车品牌）,"{""uk"": ""məˈseɪdiːz"", ""us"": ""mərˈseɪdiːz""}","[{""cn_sentence"":""她梦想拥有一辆梅赛德斯-奔驰。"",""origin_sentence"":""She dreamed of owning a Mercedes-Benz.""},{""cn_sentence"":""梅赛德斯S级轿车以其奢华和舒适而闻名。"",""origin_sentence"":""The Mercedes S-Class is known for luxury and comfort.""},{""cn_sentence"":""他开着一辆锃亮的黑色奔驰车停了下来。"",""origin_sentence"":""He pulled up in a shiny black Mercedes.""}]"
Toyota,丰田 n.（日本汽车品牌）,"{""uk"": ""tɔɪˈəʊtə"", ""us"": ""tɔɪˈoʊtə""}","[{""cn_sentence"":""丰田是世界上最大的汽车制造商之一。"",""origin_sentence"":""Toyota is one of the largest carmakers in the world.""},{""cn_sentence"":""我家人一直开的都是丰田车。"",""origin_sentence"":""My family has always driven Toyota cars.""},{""cn_sentence"":""丰田凯美瑞是一款非常可靠的轿车。"",""origin_sentence"":""The Toyota Camry is a very reliable sedan.""}]"
Daewoo,大宇 n.（原韩国汽车集团）,"{""uk"": ""ˈdaɪwuː"", ""us"": ""ˈdaɪwuː""}","[{""cn_sentence"":""大宇汽车曾经在我的国家非常受欢迎。"",""origin_sentence"":""Daewoo cars were once very popular in my country.""},{""cn_sentence"":""大宇品牌最终被通用汽车收购。"",""origin_sentence"":""The Daewoo brand was eventually acquired by GM.""},{""cn_sentence"":""我是用一辆旧的大宇蓝龙学的开车。"",""origin_sentence"":""I learned to drive in an old Daewoo Lanos.""}]"
Mini,迷你 n.（英国汽车品牌）,"{""uk"": ""ˈmɪni"", ""us"": ""ˈmɪni""}","[{""cn_sentence"":""迷你库珀是一款标志性的英国汽车。"",""origin_sentence"":""The Mini Cooper is an iconic British car.""},{""cn_sentence"":""她很爱她那辆新的红色迷你车。"",""origin_sentence"":""She loves her new red Mini.""},{""cn_sentence"":""在城市里停一辆迷你车非常容易。"",""origin_sentence"":""Parking a Mini is very easy in the city.""}]"
Ford,福特 n.（美国汽车品牌）,"{""uk"": ""fɔːd"", ""us"": ""fɔːrd""}","[{""cn_sentence"":""亨利·福特彻底改变了汽车工业。"",""origin_sentence"":""Henry Ford revolutionized the automobile industry.""},{""cn_sentence"":""福特野马是一款经典的美国肌肉车。"",""origin_sentence"":""The Ford Mustang is a classic American muscle car.""},{""cn_sentence"":""他在当地的福特经销商工作。"",""origin_sentence"":""He works at the local Ford dealership.""}]"
Fiat,菲亚特 n.（意大利汽车品牌）,"{""uk"": ""ˈfiːæt"", ""us"": ""ˈfiːɑːt""}","[{""cn_sentence"":""菲亚特是一家意大利汽车制造商。"",""origin_sentence"":""Fiat is an Italian automobile manufacturer.""},{""cn_sentence"":""菲亚特500是一款受欢迎的城市用车。"",""origin_sentence"":""The Fiat 500 is a popular city car.""},{""cn_sentence"":""我在罗马旅行期间租了一辆小型菲亚特。"",""origin_sentence"":""I rented a small Fiat during my trip to Rome.""}]"
I,我 pron.（主格）,"{""uk"": ""aɪ"", ""us"": ""aɪ""}","[{""cn_sentence"":""我是一名学生。"",""origin_sentence"":""I am a student.""},{""cn_sentence"":""我想要一杯咖啡。"",""origin_sentence"":""I would like to have a cup of coffee.""},{""cn_sentence"":""我认为这是个好主意。"",""origin_sentence"":""I think this is a good idea.""}]"
am,是 v.（be的第一人称单数现在式）,"{""uk"": ""əm"", ""us"": ""əm""}","[{""cn_sentence"":""我很高兴见到你。"",""origin_sentence"":""I am happy to see you.""},{""cn_sentence"":""我来自中国。"",""origin_sentence"":""I am from China.""},{""cn_sentence"":""我现在该做什么？"",""origin_sentence"":""What am I supposed to do now?""}]"
are,是 v.（be的第二人称单复数和第一、三人称复数现在式）,"{""uk"": ""ɑː(r)"", ""us"": ""ɑːr""}","[{""cn_sentence"":""你是我最好的朋友。"",""origin_sentence"":""You are my best friend.""},{""cn_sentence"":""他们正在公园里玩。"",""origin_sentence"":""They are playing in the park.""},{""cn_sentence"":""我们今晚要去看电影。"",""origin_sentence"":""We are going to the cinema tonight.""}]"
name,"n.名字,名称;vt.命名,取名","{""uk"": ""neɪm"", ""us"": ""neɪm""}","[{""cn_sentence"":""你叫什么名字？"",""origin_sentence"":""What is your name?""},{""cn_sentence"":""他们给女儿取名为莎拉。"",""origin_sentence"":""They named their daughter Sarah.""},{""cn_sentence"":""这家公司的名称已经更改了。"",""origin_sentence"":""The company's name has changed.""}]"
what,pron.什么;adv.多么;int.什么,"{""uk"": ""wɒt"", ""us"": ""wɑːt""}","[{""cn_sentence"":""你在做什么？"",""origin_sentence"":""What are you doing?""},{""cn_sentence"":""多么美好的一天啊！"",""origin_sentence"":""What a beautiful day!""},{""cn_sentence"":""我不知道发生了什么事。"",""origin_sentence"":""I don't know what happened.""}]"
